id,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,call_failures,tariff_plan,status,age_group,complaints,churn,usage_intensity,engagement_intensity,sms_intensity,call_failure_rate,network_reach_ratio,usage_segment,charge_segment,tenure_segment,failure_segment,tariff_plan_flag,status_inactive_flag,complaints_flag,age_group_code
3042,39,0,11170,150,7,34,8,A,Active,Over 40,N,0,286.4102564102564,3.8461538461538463,0.1794871794871795,0.05333333333333334,0.22666666666666666,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,2
3043,36,0,1478,24,0,3,0,A,Active,30-40,N,0,41.05555555555556,0.6666666666666666,0.0,0.0,0.125,Low usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
3044,37,0,1853,50,338,9,6,A,Active,Under 30,N,0,50.08108108108108,1.3513513513513513,9.135135135135135,0.12,0.18,Low usage,Zero charge tier,Long tenure,High failure,0,0,0,0
3045,40,4,4680,98,60,45,20,A,Active,30-40,N,0,117.0,2.45,1.5,0.20408163265306123,0.45918367346938777,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
3046,20,3,6813,153,124,48,21,B,Active,Under 30,N,0,340.65,7.65,6.2,0.13725490196078433,0.3137254901960784,High usage,Positive charge tier,Short tenure,High failure,1,0,0,0
3047,29,3,16300,242,7,78,29,A,Active,Under 30,N,0,562.0689655172414,8.344827586206897,0.2413793103448276,0.11983471074380166,0.32231404958677684,High usage,Positive charge tier,Short tenure,High failure,0,0,0,0
3048,40,1,6223,101,14,14,11,A,Active,30-40,N,0,155.575,2.525,0.35,0.10891089108910891,0.13861386138613863,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
3049,42,3,9115,127,152,44,15,A,Active,30-40,N,0,217.02380952380952,3.0238095238095237,3.619047619047619,0.11811023622047244,0.3464566929133858,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
3050,36,0,628,7,9,4,0,A,Inactive,Over 40,N,1,17.444444444444443,0.19444444444444445,0.25,0.0,0.5714285714285714,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,2
3051,32,0,1588,23,0,2,0,A,Active,30-40,N,0,49.625,0.71875,0.0,0.0,0.08695652173913043,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
3052,31,0,1180,51,13,15,27,A,Inactive,30-40,Y,1,38.064516129032256,1.6451612903225807,0.41935483870967744,0.5294117647058824,0.29411764705882354,Low usage,Zero charge tier,Short tenure,High failure,0,1,1,1
3053,36,0,2300,36,280,16,1,A,Active,30-40,N,0,63.888888888888886,1.0,7.777777777777778,0.027777777777777776,0.4444444444444444,Low usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
3054,38,0,3493,78,5,30,0,A,Active,Under 30,N,0,91.92105263157895,2.0526315789473686,0.13157894736842105,0.0,0.38461538461538464,Low usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
3055,38,0,305,6,7,2,5,A,Inactive,Over 40,N,1,8.026315789473685,0.15789473684210525,0.18421052631578946,0.8333333333333334,0.3333333333333333,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,2
3056,36,1,2585,43,282,16,8,A,Active,30-40,N,0,71.80555555555556,1.1944444444444444,7.833333333333333,0.18604651162790697,0.37209302325581395,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,1
3057,35,0,5595,70,158,9,0,A,Active,30-40,N,0,159.85714285714286,2.0,4.514285714285714,0.0,0.12857142857142856,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
3058,38,2,8710,116,126,45,12,A,Active,30-40,N,0,229.21052631578948,3.0526315789473686,3.3157894736842106,0.10344827586206896,0.3879310344827586,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
3059,40,4,4000,43,511,25,13,A,Active,Over 40,N,0,100.0,1.075,12.775,0.3023255813953488,0.5813953488372093,High usage,Positive charge tier,Long tenure,High failure,0,0,0,2
3060,24,0,2515,50,0,23,0,A,Active,30-40,N,0,104.79166666666667,2.0833333333333335,0.0,0.0,0.46,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
3061,35,0,11160,148,4,45,2,A,Active,30-40,N,0,318.85714285714283,4.228571428571429,0.11428571428571428,0.013513513513513514,0.30405405405405406,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
3062,26,2,1440,34,189,8,7,B,Active,30-40,N,0,55.38461538461539,1.3076923076923077,7.269230769230769,0.20588235294117646,0.23529411764705882,Low usage,Positive charge tier,Short tenure,High failure,1,0,0,1
3063,39,2,6778,78,113,39,11,A,Active,Under 30,N,0,173.7948717948718,2.0,2.8974358974358974,0.14102564102564102,0.5,High usage,Positive charge tier,Long tenure,High failure,0,0,0,0
3064,25,1,3470,64,10,23,5,A,Active,30-40,N,0,138.8,2.56,0.4,0.078125,0.359375,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,1
3065,12,3,1908,31,39,13,8,A,Active,30-40,Y,1,159.0,2.5833333333333335,3.25,0.25806451612903225,0.41935483870967744,High usage,Positive charge tier,Short tenure,High failure,0,0,1,1
3066,39,2,7045,107,29,28,8,A,Active,Over 40,N,0,180.64102564102564,2.7435897435897436,0.7435897435897436,0.07476635514018691,0.2616822429906542,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,2
3067,40,1,5773,102,34,28,13,A,Active,Under 30,N,0,144.325,2.55,0.85,0.12745098039215685,0.27450980392156865,High usage,Positive charge tier,Long tenure,High failure,0,0,0,0
3068,41,0,1725,31,28,10,13,A,Inactive,30-40,N,0,42.073170731707314,0.7560975609756098,0.6829268292682927,0.41935483870967744,0.3225806451612903,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
3069,39,1,3965,82,7,26,16,A,Active,30-40,N,0,101.66666666666667,2.1025641025641026,0.1794871794871795,0.1951219512195122,0.3170731707317073,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
3070,24,0,1630,37,20,11,11,A,Active,Under 30,N,0,67.91666666666667,1.5416666666666667,0.8333333333333334,0.2972972972972973,0.2972972972972973,Low usage,Zero charge tier,Short tenure,High failure,0,0,0,0
3071,20,1,6573,149,96,47,18,B,Active,Under 30,N,0,328.65,7.45,4.8,0.12080536912751678,0.31543624161073824,High usage,Positive charge tier,Short tenure,High failure,1,0,0,0
3072,26,0,1015,11,30,6,2,A,Inactive,Over 40,N,0,39.03846153846154,0.4230769230769231,1.1538461538461537,0.18181818181818182,0.5454545454545454,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,2
3073,28,1,1873,45,37,70,9,A,Active,Over 40,N,0,66.89285714285714,1.6071428571428572,1.3214285714285714,0.2,1.5555555555555556,Low usage,Positive charge tier,Short tenure,High failure,0,0,0,2
3074,25,2,3825,71,29,38,6,A,Active,30-40,N,0,153.0,2.84,1.16,0.08450704225352113,0.5352112676056338,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,1
3075,23,0,1148,27,0,62,0,A,Active,Over 40,N,0,49.91304347826087,1.173913043478261,0.0,0.0,2.2962962962962963,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,2
3076,37,0,2383,50,66,35,9,A,Inactive,Over 40,N,1,64.4054054054054,1.3513513513513513,1.7837837837837838,0.18,0.7,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,2
3077,27,1,1315,36,193,11,4,B,Active,Under 30,N,0,48.7037037037037,1.3333333333333333,7.148148148148148,0.1111111111111111,0.3055555555555556,Low usage,Positive charge tier,Short tenure,High failure,1,0,0,0
3078,35,1,4820,83,1,26,10,A,Active,30-40,N,0,137.71428571428572,2.3714285714285714,0.02857142857142857,0.12048192771084337,0.3132530120481928,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
3079,39,0,318,5,7,4,0,A,Inactive,Under 30,N,0,8.153846153846153,0.1282051282051282,0.1794871794871795,0.0,0.8,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,0
3080,38,2,12175,165,19,47,13,A,Active,Over 40,N,0,320.39473684210526,4.342105263157895,0.5,0.07878787878787878,0.28484848484848485,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,2
3081,42,1,13853,171,10,48,8,A,Active,30-40,N,0,329.8333333333333,4.071428571428571,0.23809523809523808,0.04678362573099415,0.2807017543859649,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
3082,12,1,4570,48,226,15,4,A,Active,30-40,N,0,380.8333333333333,4.0,18.833333333333332,0.08333333333333333,0.3125,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,1
3083,39,0,825,20,45,12,2,A,Inactive,30-40,N,0,21.153846153846153,0.5128205128205128,1.1538461538461537,0.1,0.6,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
3084,36,1,6213,99,21,25,5,A,Active,Under 30,N,0,172.58333333333334,2.75,0.5833333333333334,0.050505050505050504,0.25252525252525254,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,0
3085,17,3,6993,151,106,57,20,B,Active,Under 30,N,0,411.3529411764706,8.882352941176471,6.235294117647059,0.13245033112582782,0.37748344370860926,High usage,Positive charge tier,Short tenure,High failure,1,0,0,0
3086,42,1,2938,74,377,31,17,A,Active,30-40,N,0,69.95238095238095,1.7619047619047619,8.976190476190476,0.22972972972972974,0.4189189189189189,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,1
3087,34,0,4150,74,0,21,0,A,Active,30-40,N,0,122.05882352941177,2.176470588235294,0.0,0.0,0.28378378378378377,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
3088,26,0,510,25,35,9,6,A,Inactive,30-40,N,0,19.615384615384617,0.9615384615384616,1.3461538461538463,0.24,0.36,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,1
3089,39,0,0,0,1,0,0,A,Inactive,30-40,N,1,0.0,0.0,0.02564102564102564,0.0,0.0,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,1
3090,23,0,3110,56,10,24,0,A,Active,30-40,N,0,135.2173913043478,2.4347826086956523,0.43478260869565216,0.0,0.42857142857142855,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
3091,43,2,4023,94,17,31,9,A,Active,30-40,N,0,93.55813953488372,2.186046511627907,0.3953488372093023,0.09574468085106383,0.32978723404255317,Low usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
3092,39,0,3793,61,0,37,9,A,Active,Under 30,N,0,97.25641025641026,1.564102564102564,0.0,0.14754098360655737,0.6065573770491803,High usage,Zero charge tier,Long tenure,High failure,0,0,0,0
3093,35,0,2073,30,1,4,2,A,Active,30-40,N,0,59.22857142857143,0.8571428571428571,0.02857142857142857,0.06666666666666667,0.13333333333333333,Low usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
3094,33,2,1790,48,41,21,20,A,Active,Under 30,N,0,54.24242424242424,1.4545454545454546,1.2424242424242424,0.4166666666666667,0.4375,Low usage,Positive charge tier,Short tenure,High failure,0,0,0,0
3095,42,2,2603,63,20,21,17,A,Active,Over 40,N,0,61.976190476190474,1.5,0.47619047619047616,0.2698412698412698,0.3333333333333333,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,2
3096,34,1,3140,23,475,4,5,A,Active,30-40,N,0,92.3529411764706,0.6764705882352942,13.970588235294118,0.21739130434782608,0.17391304347826086,Low usage,Positive charge tier,Short tenure,High failure,0,0,0,1
3097,40,1,3100,32,15,20,6,A,Active,30-40,N,0,77.5,0.8,0.375,0.1875,0.625,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,1
3098,32,2,6910,95,10,19,6,A,Active,Over 40,N,0,215.9375,2.96875,0.3125,0.06315789473684211,0.2,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,2
3099,40,2,8523,144,399,45,14,A,Active,30-40,N,0,213.075,3.6,9.975,0.09722222222222222,0.3125,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
3100,30,1,6605,89,3,17,1,A,Active,Over 40,N,0,220.16666666666666,2.966666666666667,0.1,0.011235955056179775,0.19101123595505617,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,2
3101,19,0,750,20,171,3,0,B,Active,Under 30,N,0,39.473684210526315,1.0526315789473684,9.0,0.0,0.15,Low usage,Zero charge tier,Short tenure,Low failure,1,0,0,0
3102,39,1,6493,71,111,39,4,A,Active,Under 30,N,0,166.48717948717947,1.8205128205128205,2.8461538461538463,0.056338028169014086,0.5492957746478874,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,0
3103,28,6,9870,77,0,34,11,B,Active,Over 40,N,0,352.5,2.75,0.0,0.14285714285714285,0.44155844155844154,High usage,Positive charge tier,Short tenure,High failure,1,0,0,2
3104,38,1,8218,138,392,43,9,A,Active,30-40,N,0,216.26315789473685,3.6315789473684212,10.31578947368421,0.06521739130434782,0.3115942028985507,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
3105,28,1,15655,226,0,74,20,A,Active,Under 30,N,0,559.1071428571429,8.071428571428571,0.0,0.08849557522123894,0.3274336283185841,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,0
3106,36,0,4210,77,0,23,2,A,Active,30-40,N,0,116.94444444444444,2.138888888888889,0.0,0.025974025974025976,0.2987012987012987,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
3107,32,1,2825,49,167,19,6,A,Active,Under 30,N,0,88.28125,1.53125,5.21875,0.12244897959183673,0.3877551020408163,Low usage,Positive charge tier,Short tenure,High failure,0,0,0,0
3108,35,0,0,0,2,0,0,A,Inactive,Under 30,N,1,0.0,0.0,0.05714285714285714,0.0,0.0,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,0
3109,42,1,15970,196,168,37,16,A,Active,Under 30,N,0,380.23809523809524,4.666666666666667,4.0,0.08163265306122448,0.18877551020408162,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,0
3110,40,0,1015,20,20,10,7,A,Inactive,30-40,N,0,25.375,0.5,0.5,0.35,0.5,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
3111,39,1,5513,98,27,23,10,A,Active,Under 30,N,1,141.35897435897436,2.5128205128205128,0.6923076923076923,0.10204081632653061,0.23469387755102042,High usage,Positive charge tier,Long tenure,High failure,0,0,0,0
3112,32,2,1953,47,47,74,10,A,Active,Over 40,N,0,61.03125,1.46875,1.46875,0.2127659574468085,1.574468085106383,Low usage,Positive charge tier,Short tenure,High failure,0,0,0,2
3113,38,0,438,8,7,4,5,A,Inactive,30-40,N,1,11.526315789473685,0.21052631578947367,0.18421052631578946,0.625,0.5,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
3114,15,0,1515,18,17,9,0,A,Active,Under 30,N,0,101.0,1.2,1.1333333333333333,0.0,0.5,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
3115,45,2,4503,78,16,38,17,A,Active,Under 30,N,0,100.06666666666666,1.7333333333333334,0.35555555555555557,0.21794871794871795,0.48717948717948717,High usage,Positive charge tier,Long tenure,High failure,0,0,0,0
3116,39,1,2508,64,34,37,3,A,Active,Under 30,N,0,64.3076923076923,1.641025641025641,0.8717948717948718,0.046875,0.578125,Low usage,Positive charge tier,Long tenure,Low failure,0,0,0,0
3117,20,0,1010,24,178,8,0,B,Active,Under 30,N,0,50.5,1.2,8.9,0.0,0.3333333333333333,Low usage,Zero charge tier,Short tenure,Low failure,1,0,0,0
3118,40,4,10130,138,159,45,24,A,Active,30-40,N,0,253.25,3.45,3.975,0.17391304347826086,0.32608695652173914,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
3119,30,0,0,0,0,0,0,A,Inactive,Over 40,Y,1,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Short tenure,Low failure,0,1,1,2
3120,44,2,4755,79,22,23,14,A,Active,30-40,N,0,108.06818181818181,1.7954545454545454,0.5,0.17721518987341772,0.2911392405063291,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
3121,39,1,6033,101,39,16,6,A,Active,30-40,N,0,154.69230769230768,2.58974358974359,1.0,0.0594059405940594,0.15841584158415842,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
3122,34,1,4415,67,7,13,8,A,Active,30-40,N,0,129.85294117647058,1.9705882352941178,0.20588235294117646,0.11940298507462686,0.19402985074626866,High usage,Positive charge tier,Short tenure,High failure,0,0,0,1
3123,40,0,1295,26,39,17,5,A,Inactive,30-40,N,0,32.375,0.65,0.975,0.19230769230769232,0.6538461538461539,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
3124,38,1,3085,59,182,25,11,A,Active,Under 30,N,0,81.1842105263158,1.5526315789473684,4.7894736842105265,0.1864406779661017,0.423728813559322,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,0
3125,11,2,4695,46,222,12,7,A,Active,30-40,N,0,426.8181818181818,4.181818181818182,20.181818181818183,0.15217391304347827,0.2608695652173913,High usage,Positive charge tier,Short tenure,High failure,0,0,0,1
3126,41,0,93,1,10,6,0,A,Inactive,Under 30,N,0,2.268292682926829,0.024390243902439025,0.24390243902439024,0.0,6.0,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,0
3127,29,0,815,30,8,6,14,A,Inactive,30-40,N,0,28.103448275862068,1.0344827586206897,0.27586206896551724,0.4666666666666667,0.2,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,1
3128,41,4,9480,130,156,47,21,A,Active,30-40,N,0,231.21951219512195,3.1707317073170733,3.8048780487804876,0.16153846153846155,0.36153846153846153,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
3129,34,0,0,0,0,0,0,A,Active,Over 40,N,0,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,2
3130,34,0,1963,38,27,29,4,A,Inactive,30-40,N,1,57.73529411764706,1.1176470588235294,0.7941176470588235,0.10526315789473684,0.7631578947368421,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,1
3131,40,0,1015,20,20,10,7,A,Inactive,30-40,N,0,25.375,0.5,0.5,0.35,0.5,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
3132,38,1,2905,26,474,5,2,A,Active,30-40,N,0,76.44736842105263,0.6842105263157895,12.473684210526315,0.07692307692307693,0.19230769230769232,Low usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
3133,38,2,11580,160,43,51,7,A,Active,Over 40,N,0,304.7368421052632,4.2105263157894735,1.131578947368421,0.04375,0.31875,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,2
3134,32,0,765,47,41,19,18,A,Inactive,30-40,N,1,23.90625,1.46875,1.28125,0.3829787234042553,0.40425531914893614,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,1
3135,41,0,7463,131,392,47,3,A,Active,Under 30,N,0,182.02439024390245,3.1951219512195124,9.560975609756097,0.022900763358778626,0.35877862595419846,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
3136,34,0,15305,174,139,25,7,A,Active,Under 30,N,0,450.1470588235294,5.117647058823529,4.088235294117647,0.040229885057471264,0.14367816091954022,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
3137,33,0,7428,125,374,39,2,A,Active,Under 30,N,0,225.0909090909091,3.787878787878788,11.333333333333334,0.016,0.312,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
3138,44,0,698,18,22,10,10,A,Inactive,30-40,N,1,15.863636363636363,0.4090909090909091,0.5,0.5555555555555556,0.5555555555555556,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
3139,31,0,6290,90,0,17,0,A,Active,Over 40,N,0,202.90322580645162,2.903225806451613,0.0,0.0,0.18888888888888888,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,2
3140,36,4,7460,123,287,38,13,B,Active,30-40,N,0,207.22222222222223,3.4166666666666665,7.972222222222222,0.10569105691056911,0.3089430894308943,High usage,Positive charge tier,Long tenure,High failure,1,0,0,1
3141,37,0,7508,127,384,43,3,A,Active,Under 30,N,0,202.9189189189189,3.4324324324324325,10.378378378378379,0.023622047244094488,0.33858267716535434,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
3142,38,1,3275,60,191,28,13,A,Active,Under 30,N,0,86.1842105263158,1.5789473684210527,5.026315789473684,0.21666666666666667,0.4666666666666667,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,0
3143,7,2,4685,44,229,23,1,A,Active,30-40,N,0,669.2857142857143,6.285714285714286,32.714285714285715,0.022727272727272728,0.5227272727272727,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,1
3144,36,0,1333,38,0,4,0,A,Inactive,30-40,N,0,37.02777777777778,1.0555555555555556,0.0,0.0,0.10526315789473684,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,1
3145,37,0,2208,57,357,24,8,A,Active,Under 30,N,0,59.67567567567568,1.5405405405405406,9.64864864864865,0.14035087719298245,0.42105263157894735,Low usage,Zero charge tier,Long tenure,High failure,0,0,0,0
3146,33,0,0,0,0,0,0,A,Inactive,Under 30,N,0,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,0
3147,37,0,1370,40,24,7,5,A,Inactive,30-40,N,0,37.027027027027025,1.0810810810810811,0.6486486486486487,0.125,0.175,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
3148,34,7,10320,88,3,43,18,A,Active,Over 40,N,0,303.52941176470586,2.588235294117647,0.08823529411764706,0.20454545454545456,0.48863636363636365,High usage,Positive charge tier,Short tenure,High failure,0,0,0,2
